UUID,Type,Value,Created,Language
localize_statistics-8488,suggestions,60630,1492822966,localize_glossary_languages_fr
localize_statistics-8489,contributors,542,1492909191,localize_glossary_languages_fr
localize_statistics-8490,to_translate,701646,1492909191,localize_glossary_languages_fr
localize_statistics-8491,translations,75126,1492909191,localize_glossary_languages_fr
localize_statistics-8492,suggestions,60619,1492909191,localize_glossary_languages_fr
localize_statistics-8493,contributors,542,1492995018,localize_glossary_languages_fr
localize_statistics-8494,to_translate,701646,1492995018,localize_glossary_languages_fr
localize_statistics-8495,translations,75126,1492995018,localize_glossary_languages_fr
localize_statistics-8496,suggestions,60619,1492995018,localize_glossary_languages_fr
localize_statistics-8497,contributors,542,1493083779,localize_glossary_languages_fr
localize_statistics-8498,to_translate,701791,1493083779,localize_glossary_languages_fr
localize_statistics-8499,translations,75126,1493083779,localize_glossary_languages_fr
localize_statistics-8500,suggestions,60619,1493083779,localize_glossary_languages_fr
localize_statistics-8501,contributors,542,1493165048,localize_glossary_languages_fr
localize_statistics-8502,to_translate,701791,1493165048,localize_glossary_languages_fr
localize_statistics-8503,translations,75154,1493165048,localize_glossary_languages_fr
localize_statistics-8504,suggestions,60614,1493165048,localize_glossary_languages_fr
localize_statistics-8505,contributors,542,1493254059,localize_glossary_languages_fr
localize_statistics-8506,to_translate,701791,1493254059,localize_glossary_languages_fr
localize_statistics-8507,translations,75154,1493254059,localize_glossary_languages_fr
localize_statistics-8508,suggestions,60614,1493254059,localize_glossary_languages_fr
localize_statistics-8509,contributors,542,1493337865,localize_glossary_languages_fr
localize_statistics-8510,to_translate,701791,1493337865,localize_glossary_languages_fr
localize_statistics-8511,translations,75154,1493337865,localize_glossary_languages_fr
localize_statistics-8512,suggestions,60614,1493337865,localize_glossary_languages_fr
localize_statistics-8513,contributors,542,1493427733,localize_glossary_languages_fr
localize_statistics-8514,to_translate,701967,1493427733,localize_glossary_languages_fr
localize_statistics-8515,translations,75154,1493427733,localize_glossary_languages_fr
localize_statistics-8516,suggestions,60619,1493427733,localize_glossary_languages_fr
localize_statistics-8517,contributors,542,1493511690,localize_glossary_languages_fr
localize_statistics-8518,to_translate,701967,1493511690,localize_glossary_languages_fr
localize_statistics-8519,translations,75154,1493511690,localize_glossary_languages_fr
localize_statistics-8520,suggestions,60619,1493511690,localize_glossary_languages_fr
localize_statistics-8521,contributors,542,1493598715,localize_glossary_languages_fr
localize_statistics-8522,to_translate,701967,1493598715,localize_glossary_languages_fr
localize_statistics-8523,translations,75154,1493598715,localize_glossary_languages_fr
localize_statistics-8524,suggestions,60619,1493598715,localize_glossary_languages_fr
localize_statistics-8525,contributors,542,1493686413,localize_glossary_languages_fr
localize_statistics-8526,to_translate,701989,1493686413,localize_glossary_languages_fr
localize_statistics-8527,translations,75154,1493686413,localize_glossary_languages_fr
localize_statistics-8528,suggestions,60619,1493686413,localize_glossary_languages_fr
localize_statistics-8529,contributors,542,1493770236,localize_glossary_languages_fr
localize_statistics-8530,to_translate,705424,1493770236,localize_glossary_languages_fr
localize_statistics-8531,translations,75154,1493770236,localize_glossary_languages_fr
localize_statistics-8532,suggestions,60619,1493770236,localize_glossary_languages_fr
localize_statistics-8533,contributors,542,1493858394,localize_glossary_languages_fr
localize_statistics-8534,to_translate,705681,1493858394,localize_glossary_languages_fr
localize_statistics-8535,translations,75154,1493858394,localize_glossary_languages_fr
localize_statistics-8536,suggestions,60619,1493858394,localize_glossary_languages_fr
localize_statistics-8537,contributors,542,1493942909,localize_glossary_languages_fr
localize_statistics-8538,to_translate,705926,1493942909,localize_glossary_languages_fr
localize_statistics-8539,translations,75154,1493942909,localize_glossary_languages_fr
localize_statistics-8540,suggestions,60620,1493942909,localize_glossary_languages_fr
localize_statistics-8541,contributors,543,1494032331,localize_glossary_languages_fr
localize_statistics-8542,to_translate,706172,1494032331,localize_glossary_languages_fr
localize_statistics-8543,translations,75174,1494032331,localize_glossary_languages_fr
localize_statistics-8544,suggestions,60601,1494032331,localize_glossary_languages_fr
localize_statistics-8545,contributors,543,1494117002,localize_glossary_languages_fr
localize_statistics-8546,to_translate,706227,1494117002,localize_glossary_languages_fr
localize_statistics-8547,translations,75174,1494117002,localize_glossary_languages_fr
localize_statistics-8548,suggestions,60602,1494117002,localize_glossary_languages_fr
localize_statistics-8549,contributors,543,1494201925,localize_glossary_languages_fr
localize_statistics-8550,to_translate,706309,1494201925,localize_glossary_languages_fr
localize_statistics-8551,translations,75174,1494201925,localize_glossary_languages_fr
localize_statistics-8552,suggestions,60602,1494201925,localize_glossary_languages_fr
localize_statistics-8553,contributors,543,1494288974,localize_glossary_languages_fr
localize_statistics-8554,to_translate,706372,1494288974,localize_glossary_languages_fr
localize_statistics-8555,translations,75174,1494288974,localize_glossary_languages_fr
localize_statistics-8556,suggestions,60604,1494288974,localize_glossary_languages_fr
localize_statistics-8557,contributors,543,1494375599,localize_glossary_languages_fr
localize_statistics-8558,to_translate,706632,1494375599,localize_glossary_languages_fr
localize_statistics-8559,translations,75190,1494375599,localize_glossary_languages_fr
localize_statistics-8560,suggestions,60572,1494375599,localize_glossary_languages_fr
localize_statistics-8561,contributors,543,1494464231,localize_glossary_languages_fr
localize_statistics-8562,to_translate,706948,1494464231,localize_glossary_languages_fr
localize_statistics-8563,translations,75190,1494464231,localize_glossary_languages_fr
localize_statistics-8564,suggestions,60572,1494464231,localize_glossary_languages_fr
localize_statistics-8565,contributors,543,1494548061,localize_glossary_languages_fr
localize_statistics-8566,to_translate,707069,1494548061,localize_glossary_languages_fr
localize_statistics-8567,translations,75275,1494548061,localize_glossary_languages_fr
localize_statistics-8568,suggestions,60494,1494548061,localize_glossary_languages_fr
localize_statistics-8569,contributors,543,1494633895,localize_glossary_languages_fr
localize_statistics-8570,to_translate,707539,1494633895,localize_glossary_languages_fr
localize_statistics-8571,translations,75275,1494633895,localize_glossary_languages_fr
localize_statistics-8572,suggestions,60494,1494633895,localize_glossary_languages_fr
localize_statistics-8573,contributors,543,1494720586,localize_glossary_languages_fr
localize_statistics-8574,to_translate,707592,1494720586,localize_glossary_languages_fr
localize_statistics-8575,translations,75275,1494720586,localize_glossary_languages_fr
localize_statistics-8576,suggestions,60495,1494720586,localize_glossary_languages_fr
localize_statistics-8577,contributors,543,1494809628,localize_glossary_languages_fr
localize_statistics-8578,to_translate,707667,1494809628,localize_glossary_languages_fr
localize_statistics-8579,translations,75275,1494809628,localize_glossary_languages_fr
localize_statistics-8580,suggestions,60495,1494809628,localize_glossary_languages_fr
localize_statistics-8581,contributors,543,1494895235,localize_glossary_languages_fr
localize_statistics-8582,to_translate,707801,1494895235,localize_glossary_languages_fr
localize_statistics-8583,translations,75333,1494895235,localize_glossary_languages_fr
localize_statistics-8584,suggestions,60435,1494895235,localize_glossary_languages_fr
localize_statistics-8585,contributors,543,1494982435,localize_glossary_languages_fr
localize_statistics-8586,to_translate,707834,1494982435,localize_glossary_languages_fr
localize_statistics-8587,translations,75334,1494982435,localize_glossary_languages_fr
localize_statistics-8588,suggestions,60434,1494982435,localize_glossary_languages_fr
localize_statistics-8589,contributors,543,1495067988,localize_glossary_languages_fr
localize_statistics-8590,to_translate,707878,1495067988,localize_glossary_languages_fr
localize_statistics-8591,translations,75334,1495067988,localize_glossary_languages_fr
localize_statistics-8592,suggestions,60439,1495067988,localize_glossary_languages_fr
localize_statistics-8593,contributors,543,1495152058,localize_glossary_languages_fr
localize_statistics-8594,to_translate,707944,1495152058,localize_glossary_languages_fr
localize_statistics-8595,translations,75334,1495152058,localize_glossary_languages_fr
localize_statistics-8596,suggestions,60439,1495152058,localize_glossary_languages_fr
localize_statistics-8597,contributors,543,1495242480,localize_glossary_languages_fr
localize_statistics-8598,to_translate,708179,1495242480,localize_glossary_languages_fr
localize_statistics-8599,translations,75334,1495242480,localize_glossary_languages_fr
localize_statistics-8600,suggestions,60439,1495242480,localize_glossary_languages_fr
localize_statistics-8601,contributors,543,1495326856,localize_glossary_languages_fr
localize_statistics-8602,to_translate,708264,1495326856,localize_glossary_languages_fr
localize_statistics-8603,translations,75334,1495326856,localize_glossary_languages_fr
localize_statistics-8604,suggestions,60439,1495326856,localize_glossary_languages_fr
localize_statistics-8605,contributors,543,1495413798,localize_glossary_languages_fr
localize_statistics-8606,to_translate,708395,1495413798,localize_glossary_languages_fr
localize_statistics-8607,translations,75334,1495413798,localize_glossary_languages_fr
localize_statistics-8608,suggestions,60439,1495413798,localize_glossary_languages_fr
localize_statistics-8609,contributors,543,1495498798,localize_glossary_languages_fr
localize_statistics-8610,to_translate,708484,1495498798,localize_glossary_languages_fr
localize_statistics-8611,translations,75334,1495498798,localize_glossary_languages_fr
localize_statistics-8612,suggestions,60439,1495498798,localize_glossary_languages_fr
localize_statistics-8613,contributors,543,1495587643,localize_glossary_languages_fr
localize_statistics-8614,to_translate,708629,1495587643,localize_glossary_languages_fr
localize_statistics-8615,translations,75342,1495587643,localize_glossary_languages_fr
localize_statistics-8616,suggestions,60438,1495587643,localize_glossary_languages_fr
localize_statistics-8617,contributors,543,1495670673,localize_glossary_languages_fr
localize_statistics-8618,to_translate,708727,1495670673,localize_glossary_languages_fr
localize_statistics-8619,translations,75342,1495670673,localize_glossary_languages_fr
localize_statistics-8620,suggestions,60506,1495670673,localize_glossary_languages_fr
localize_statistics-8621,contributors,544,1495758250,localize_glossary_languages_fr
localize_statistics-8622,to_translate,709039,1495758250,localize_glossary_languages_fr
localize_statistics-8623,translations,75349,1495758250,localize_glossary_languages_fr
localize_statistics-8624,suggestions,60510,1495758250,localize_glossary_languages_fr
localize_statistics-8625,contributors,544,1495843560,localize_glossary_languages_fr
localize_statistics-8626,to_translate,709139,1495843560,localize_glossary_languages_fr
localize_statistics-8627,translations,75349,1495843560,localize_glossary_languages_fr
localize_statistics-8628,suggestions,60510,1495843560,localize_glossary_languages_fr
localize_statistics-8629,contributors,544,1495930217,localize_glossary_languages_fr
localize_statistics-8630,to_translate,709247,1495930217,localize_glossary_languages_fr
localize_statistics-8631,translations,75349,1495930217,localize_glossary_languages_fr
localize_statistics-8632,suggestions,60510,1495930217,localize_glossary_languages_fr
localize_statistics-8633,contributors,544,1496018466,localize_glossary_languages_fr
localize_statistics-8634,to_translate,709365,1496018466,localize_glossary_languages_fr
localize_statistics-8635,translations,75349,1496018466,localize_glossary_languages_fr
localize_statistics-8636,suggestions,60510,1496018466,localize_glossary_languages_fr
localize_statistics-8637,contributors,544,1496104253,localize_glossary_languages_fr
localize_statistics-8638,to_translate,709513,1496104253,localize_glossary_languages_fr
localize_statistics-8639,translations,75349,1496104253,localize_glossary_languages_fr
localize_statistics-8640,suggestions,60510,1496104253,localize_glossary_languages_fr
localize_statistics-8641,contributors,544,1496192824,localize_glossary_languages_fr
localize_statistics-8642,to_translate,709733,1496192824,localize_glossary_languages_fr
localize_statistics-8643,translations,75349,1496192824,localize_glossary_languages_fr
localize_statistics-8644,suggestions,60510,1496192824,localize_glossary_languages_fr
localize_statistics-8645,contributors,544,1496278002,localize_glossary_languages_fr
localize_statistics-8646,to_translate,710072,1496278002,localize_glossary_languages_fr
localize_statistics-8647,translations,75349,1496278002,localize_glossary_languages_fr
localize_statistics-8648,suggestions,60518,1496278002,localize_glossary_languages_fr
localize_statistics-8649,contributors,544,1496364561,localize_glossary_languages_fr
localize_statistics-8650,to_translate,710187,1496364561,localize_glossary_languages_fr
localize_statistics-8651,translations,75349,1496364561,localize_glossary_languages_fr
localize_statistics-8652,suggestions,60518,1496364561,localize_glossary_languages_fr
localize_statistics-8653,contributors,544,1496452264,localize_glossary_languages_fr
localize_statistics-8654,to_translate,710352,1496452264,localize_glossary_languages_fr
localize_statistics-8655,translations,75349,1496452264,localize_glossary_languages_fr
localize_statistics-8656,suggestions,60565,1496452264,localize_glossary_languages_fr
localize_statistics-8657,contributors,544,1496538237,localize_glossary_languages_fr
localize_statistics-8658,to_translate,710454,1496538237,localize_glossary_languages_fr
localize_statistics-8659,translations,75349,1496538237,localize_glossary_languages_fr
localize_statistics-8660,suggestions,60565,1496538237,localize_glossary_languages_fr
localize_statistics-8661,contributors,544,1496621966,localize_glossary_languages_fr
localize_statistics-8662,to_translate,710471,1496621966,localize_glossary_languages_fr
localize_statistics-8663,translations,75349,1496621966,localize_glossary_languages_fr
localize_statistics-8664,suggestions,60565,1496621966,localize_glossary_languages_fr
localize_statistics-8665,contributors,545,1496709815,localize_glossary_languages_fr
localize_statistics-8666,to_translate,710691,1496709815,localize_glossary_languages_fr
localize_statistics-8667,translations,75350,1496709815,localize_glossary_languages_fr
localize_statistics-8668,suggestions,60565,1496709815,localize_glossary_languages_fr
localize_statistics-8669,contributors,545,1496802836,localize_glossary_languages_fr
localize_statistics-8670,to_translate,711028,1496802836,localize_glossary_languages_fr
localize_statistics-8671,translations,75350,1496802836,localize_glossary_languages_fr
localize_statistics-8672,suggestions,60565,1496802836,localize_glossary_languages_fr
localize_statistics-8673,contributors,545,1496882562,localize_glossary_languages_fr
localize_statistics-8674,to_translate,711189,1496882562,localize_glossary_languages_fr
localize_statistics-8675,translations,75350,1496882562,localize_glossary_languages_fr
localize_statistics-8676,suggestions,60572,1496882562,localize_glossary_languages_fr
localize_statistics-8677,contributors,545,1496968472,localize_glossary_languages_fr
localize_statistics-8678,to_translate,711318,1496968472,localize_glossary_languages_fr
localize_statistics-8679,translations,75378,1496968472,localize_glossary_languages_fr
localize_statistics-8680,suggestions,60576,1496968472,localize_glossary_languages_fr
localize_statistics-8681,contributors,545,1497053210,localize_glossary_languages_fr
localize_statistics-8682,to_translate,711512,1497053210,localize_glossary_languages_fr
localize_statistics-8683,translations,75378,1497053210,localize_glossary_languages_fr
localize_statistics-8684,suggestions,60576,1497053210,localize_glossary_languages_fr
localize_statistics-8685,contributors,545,1497140407,localize_glossary_languages_fr
localize_statistics-8686,to_translate,711580,1497140407,localize_glossary_languages_fr
localize_statistics-8687,translations,75378,1497140407,localize_glossary_languages_fr
localize_statistics-8688,suggestions,60576,1497140407,localize_glossary_languages_fr
localize_statistics-8689,contributors,545,1497226950,localize_glossary_languages_fr
localize_statistics-8690,to_translate,711620,1497226950,localize_glossary_languages_fr
localize_statistics-8691,translations,75378,1497226950,localize_glossary_languages_fr
localize_statistics-8692,suggestions,60576,1497226950,localize_glossary_languages_fr
localize_statistics-8693,contributors,548,1497315693,localize_glossary_languages_fr
localize_statistics-8694,to_translate,711913,1497315693,localize_glossary_languages_fr
localize_statistics-8695,translations,75425,1497315693,localize_glossary_languages_fr
localize_statistics-8696,suggestions,60571,1497315693,localize_glossary_languages_fr
localize_statistics-8697,contributors,548,1497398530,localize_glossary_languages_fr
localize_statistics-8698,to_translate,712160,1497398530,localize_glossary_languages_fr
localize_statistics-8699,translations,75425,1497398530,localize_glossary_languages_fr
localize_statistics-8700,suggestions,60571,1497398530,localize_glossary_languages_fr
localize_statistics-8701,contributors,548,1497487392,localize_glossary_languages_fr
localize_statistics-8702,to_translate,712286,1497487392,localize_glossary_languages_fr
localize_statistics-8703,translations,75425,1497487392,localize_glossary_languages_fr
localize_statistics-8704,suggestions,60572,1497487392,localize_glossary_languages_fr
localize_statistics-8705,contributors,548,1497571493,localize_glossary_languages_fr
localize_statistics-8706,to_translate,712435,1497571493,localize_glossary_languages_fr
localize_statistics-8707,translations,75425,1497571493,localize_glossary_languages_fr
localize_statistics-8708,suggestions,60578,1497571493,localize_glossary_languages_fr
localize_statistics-8709,contributors,548,1497658986,localize_glossary_languages_fr
localize_statistics-8710,to_translate,712776,1497658986,localize_glossary_languages_fr
localize_statistics-8711,translations,75425,1497658986,localize_glossary_languages_fr
localize_statistics-8712,suggestions,60584,1497658986,localize_glossary_languages_fr
localize_statistics-8713,contributors,548,1497745451,localize_glossary_languages_fr
localize_statistics-8714,to_translate,712793,1497745451,localize_glossary_languages_fr
localize_statistics-8715,translations,75425,1497745451,localize_glossary_languages_fr
localize_statistics-8716,suggestions,60584,1497745451,localize_glossary_languages_fr
localize_statistics-8717,contributors,548,1497833741,localize_glossary_languages_fr
localize_statistics-8718,to_translate,713021,1497833741,localize_glossary_languages_fr
localize_statistics-8719,translations,75425,1497833741,localize_glossary_languages_fr
localize_statistics-8720,suggestions,60585,1497833741,localize_glossary_languages_fr
localize_statistics-8721,contributors,548,1497919337,localize_glossary_languages_fr
localize_statistics-8722,to_translate,713183,1497919337,localize_glossary_languages_fr
localize_statistics-8723,translations,75425,1497919337,localize_glossary_languages_fr
localize_statistics-8724,suggestions,60585,1497919337,localize_glossary_languages_fr
localize_statistics-8725,contributors,548,1498005092,localize_glossary_languages_fr
localize_statistics-8726,to_translate,713328,1498005092,localize_glossary_languages_fr
localize_statistics-8727,translations,75425,1498005092,localize_glossary_languages_fr
localize_statistics-8728,suggestions,60585,1498005092,localize_glossary_languages_fr
localize_statistics-8729,contributors,548,1498090976,localize_glossary_languages_fr
localize_statistics-8730,to_translate,713725,1498090976,localize_glossary_languages_fr
localize_statistics-8731,translations,75425,1498090976,localize_glossary_languages_fr
localize_statistics-8732,suggestions,60585,1498090976,localize_glossary_languages_fr
localize_statistics-8733,contributors,548,1498178145,localize_glossary_languages_fr
localize_statistics-8734,to_translate,713905,1498178145,localize_glossary_languages_fr
localize_statistics-8735,translations,75425,1498178145,localize_glossary_languages_fr
localize_statistics-8736,suggestions,60585,1498178145,localize_glossary_languages_fr
localize_statistics-8737,contributors,548,1498264554,localize_glossary_languages_fr
localize_statistics-8738,to_translate,714131,1498264554,localize_glossary_languages_fr
localize_statistics-8739,translations,75425,1498264554,localize_glossary_languages_fr
localize_statistics-8740,suggestions,60627,1498264554,localize_glossary_languages_fr
localize_statistics-8741,contributors,548,1498351056,localize_glossary_languages_fr
localize_statistics-8742,to_translate,714133,1498351056,localize_glossary_languages_fr
localize_statistics-8743,translations,75425,1498351056,localize_glossary_languages_fr
localize_statistics-8744,suggestions,60627,1498351056,localize_glossary_languages_fr
localize_statistics-8745,contributors,548,1498435955,localize_glossary_languages_fr
localize_statistics-8746,to_translate,714176,1498435955,localize_glossary_languages_fr
localize_statistics-8747,translations,75425,1498435955,localize_glossary_languages_fr
localize_statistics-8748,suggestions,60627,1498435955,localize_glossary_languages_fr
localize_statistics-8749,contributors,548,1498521698,localize_glossary_languages_fr
localize_statistics-8750,to_translate,714250,1498521698,localize_glossary_languages_fr
localize_statistics-8751,translations,75432,1498521698,localize_glossary_languages_fr
localize_statistics-8752,suggestions,60624,1498521698,localize_glossary_languages_fr
localize_statistics-8753,contributors,548,1498611662,localize_glossary_languages_fr
localize_statistics-8754,to_translate,714522,1498611662,localize_glossary_languages_fr
localize_statistics-8755,translations,75432,1498611662,localize_glossary_languages_fr
localize_statistics-8756,suggestions,60625,1498611662,localize_glossary_languages_fr
localize_statistics-8757,contributors,548,1498696731,localize_glossary_languages_fr
localize_statistics-8758,to_translate,714647,1498696731,localize_glossary_languages_fr
localize_statistics-8759,translations,75432,1498696731,localize_glossary_languages_fr
localize_statistics-8760,suggestions,60625,1498696731,localize_glossary_languages_fr
localize_statistics-8761,contributors,548,1498786319,localize_glossary_languages_fr
localize_statistics-8762,to_translate,714913,1498786319,localize_glossary_languages_fr
localize_statistics-8763,translations,75432,1498786319,localize_glossary_languages_fr
localize_statistics-8764,suggestions,60625,1498786319,localize_glossary_languages_fr
localize_statistics-8765,contributors,548,1498867945,localize_glossary_languages_fr
localize_statistics-8766,to_translate,715022,1498867945,localize_glossary_languages_fr
localize_statistics-8767,translations,75432,1498867945,localize_glossary_languages_fr
localize_statistics-8768,suggestions,60625,1498867945,localize_glossary_languages_fr
localize_statistics-8769,contributors,548,1498954244,localize_glossary_languages_fr
localize_statistics-8770,to_translate,715152,1498954244,localize_glossary_languages_fr
localize_statistics-8771,translations,75432,1498954244,localize_glossary_languages_fr
localize_statistics-8772,suggestions,60625,1498954244,localize_glossary_languages_fr
localize_statistics-8773,contributors,548,1499042637,localize_glossary_languages_fr
localize_statistics-8774,to_translate,715206,1499042637,localize_glossary_languages_fr
localize_statistics-8775,translations,75432,1499042637,localize_glossary_languages_fr
localize_statistics-8776,suggestions,60625,1499042637,localize_glossary_languages_fr
localize_statistics-8777,contributors,548,1499129719,localize_glossary_languages_fr
localize_statistics-8778,to_translate,715321,1499129719,localize_glossary_languages_fr
localize_statistics-8779,translations,75432,1499129719,localize_glossary_languages_fr
localize_statistics-8780,suggestions,60625,1499129719,localize_glossary_languages_fr
localize_statistics-8781,contributors,548,1499216355,localize_glossary_languages_fr
localize_statistics-8782,to_translate,715455,1499216355,localize_glossary_languages_fr
localize_statistics-8783,translations,75432,1499216355,localize_glossary_languages_fr
localize_statistics-8784,suggestions,60625,1499216355,localize_glossary_languages_fr
localize_statistics-8785,contributors,548,1499301211,localize_glossary_languages_fr
localize_statistics-8786,to_translate,715523,1499301211,localize_glossary_languages_fr
localize_statistics-8787,translations,75432,1499301211,localize_glossary_languages_fr
localize_statistics-8788,suggestions,60625,1499301211,localize_glossary_languages_fr
localize_statistics-8789,contributors,548,1499387955,localize_glossary_languages_fr
localize_statistics-8790,to_translate,715642,1499387955,localize_glossary_languages_fr
localize_statistics-8791,translations,75432,1499387955,localize_glossary_languages_fr
localize_statistics-8792,suggestions,60625,1499387955,localize_glossary_languages_fr
localize_statistics-8793,contributors,548,1499475011,localize_glossary_languages_fr
localize_statistics-8794,to_translate,715723,1499475011,localize_glossary_languages_fr
localize_statistics-8795,translations,75432,1499475011,localize_glossary_languages_fr
localize_statistics-8796,suggestions,60625,1499475011,localize_glossary_languages_fr
localize_statistics-8797,contributors,548,1499561341,localize_glossary_languages_fr
localize_statistics-8798,to_translate,715859,1499561341,localize_glossary_languages_fr
localize_statistics-8799,translations,75432,1499561341,localize_glossary_languages_fr
localize_statistics-8800,suggestions,60625,1499561341,localize_glossary_languages_fr
localize_statistics-8801,contributors,548,1499647789,localize_glossary_languages_fr
localize_statistics-8802,to_translate,716000,1499647789,localize_glossary_languages_fr
localize_statistics-8803,translations,75432,1499647789,localize_glossary_languages_fr
localize_statistics-8804,suggestions,60625,1499647789,localize_glossary_languages_fr
localize_statistics-8805,contributors,548,1499734036,localize_glossary_languages_fr
localize_statistics-8806,to_translate,716109,1499734036,localize_glossary_languages_fr
localize_statistics-8807,translations,75432,1499734036,localize_glossary_languages_fr
localize_statistics-8808,suggestions,60626,1499734036,localize_glossary_languages_fr
localize_statistics-8809,contributors,548,1499819811,localize_glossary_languages_fr
localize_statistics-8810,to_translate,716376,1499819811,localize_glossary_languages_fr
localize_statistics-8811,translations,75432,1499819811,localize_glossary_languages_fr
localize_statistics-8812,suggestions,60628,1499819811,localize_glossary_languages_fr
localize_statistics-8813,contributors,548,1499904585,localize_glossary_languages_fr
localize_statistics-8814,to_translate,716551,1499904585,localize_glossary_languages_fr
localize_statistics-8815,translations,75432,1499904585,localize_glossary_languages_fr
localize_statistics-8816,suggestions,60635,1499904585,localize_glossary_languages_fr
localize_statistics-8817,contributors,548,1499990579,localize_glossary_languages_fr
localize_statistics-8818,to_translate,716732,1499990579,localize_glossary_languages_fr
localize_statistics-8819,translations,75432,1499990579,localize_glossary_languages_fr
localize_statistics-8820,suggestions,60635,1499990579,localize_glossary_languages_fr
localize_statistics-8821,contributors,548,1500078263,localize_glossary_languages_fr
localize_statistics-8822,to_translate,716931,1500078263,localize_glossary_languages_fr
localize_statistics-8823,translations,75432,1500078263,localize_glossary_languages_fr
localize_statistics-8824,suggestions,60635,1500078263,localize_glossary_languages_fr
localize_statistics-8825,contributors,548,1500166503,localize_glossary_languages_fr
localize_statistics-8826,to_translate,717016,1500166503,localize_glossary_languages_fr
localize_statistics-8827,translations,75434,1500166503,localize_glossary_languages_fr
localize_statistics-8828,suggestions,60633,1500166503,localize_glossary_languages_fr
localize_statistics-8829,contributors,548,1500250842,localize_glossary_languages_fr
localize_statistics-8830,to_translate,717086,1500250842,localize_glossary_languages_fr
localize_statistics-8831,translations,75434,1500250842,localize_glossary_languages_fr
localize_statistics-8832,suggestions,60633,1500250842,localize_glossary_languages_fr
localize_statistics-8833,contributors,548,1500337700,localize_glossary_languages_fr
localize_statistics-8834,to_translate,717147,1500337700,localize_glossary_languages_fr
localize_statistics-8835,translations,75434,1500337700,localize_glossary_languages_fr
localize_statistics-8836,suggestions,60633,1500337700,localize_glossary_languages_fr
localize_statistics-8837,contributors,548,1500422569,localize_glossary_languages_fr
localize_statistics-8838,to_translate,717292,1500422569,localize_glossary_languages_fr
localize_statistics-8839,translations,75434,1500422569,localize_glossary_languages_fr
localize_statistics-8840,suggestions,60633,1500422569,localize_glossary_languages_fr
localize_statistics-8841,contributors,548,1500509043,localize_glossary_languages_fr
localize_statistics-8842,to_translate,717519,1500509043,localize_glossary_languages_fr
localize_statistics-8843,translations,75434,1500509043,localize_glossary_languages_fr
localize_statistics-8844,suggestions,60633,1500509043,localize_glossary_languages_fr
localize_statistics-8845,contributors,548,1500597623,localize_glossary_languages_fr
localize_statistics-8846,to_translate,717787,1500597623,localize_glossary_languages_fr
localize_statistics-8847,translations,75434,1500597623,localize_glossary_languages_fr
localize_statistics-8848,suggestions,60637,1500597623,localize_glossary_languages_fr
localize_statistics-8849,contributors,548,1500685362,localize_glossary_languages_fr
localize_statistics-8850,to_translate,717943,1500685362,localize_glossary_languages_fr
localize_statistics-8851,translations,75434,1500685362,localize_glossary_languages_fr
localize_statistics-8852,suggestions,60637,1500685362,localize_glossary_languages_fr
localize_statistics-8853,contributors,548,1500769561,localize_glossary_languages_fr
localize_statistics-8854,to_translate,718009,1500769561,localize_glossary_languages_fr
localize_statistics-8855,translations,75434,1500769561,localize_glossary_languages_fr
localize_statistics-8856,suggestions,60637,1500769561,localize_glossary_languages_fr
localize_statistics-8857,contributors,548,1500857883,localize_glossary_languages_fr
localize_statistics-8858,to_translate,718065,1500857883,localize_glossary_languages_fr
localize_statistics-8859,translations,75434,1500857883,localize_glossary_languages_fr
localize_statistics-8860,suggestions,60788,1500857883,localize_glossary_languages_fr
localize_statistics-8861,contributors,548,1500943539,localize_glossary_languages_fr
localize_statistics-8862,to_translate,718221,1500943539,localize_glossary_languages_fr
localize_statistics-8863,translations,75434,1500943539,localize_glossary_languages_fr
localize_statistics-8864,suggestions,60861,1500943539,localize_glossary_languages_fr
localize_statistics-8865,contributors,548,1501027246,localize_glossary_languages_fr
localize_statistics-8866,to_translate,718385,1501027246,localize_glossary_languages_fr
localize_statistics-8867,translations,75434,1501027246,localize_glossary_languages_fr
localize_statistics-8868,suggestions,60861,1501027246,localize_glossary_languages_fr
localize_statistics-8869,contributors,548,1501115625,localize_glossary_languages_fr
localize_statistics-8870,to_translate,718453,1501115625,localize_glossary_languages_fr
localize_statistics-8871,translations,75434,1501115625,localize_glossary_languages_fr
localize_statistics-8872,suggestions,60919,1501115625,localize_glossary_languages_fr
localize_statistics-8873,contributors,548,1501202072,localize_glossary_languages_fr
localize_statistics-8874,to_translate,718627,1501202072,localize_glossary_languages_fr
localize_statistics-8875,translations,75434,1501202072,localize_glossary_languages_fr
localize_statistics-8876,suggestions,60919,1501202072,localize_glossary_languages_fr
localize_statistics-8877,contributors,548,1501289557,localize_glossary_languages_fr
localize_statistics-8878,to_translate,718719,1501289557,localize_glossary_languages_fr
localize_statistics-8879,translations,75434,1501289557,localize_glossary_languages_fr
localize_statistics-8880,suggestions,60919,1501289557,localize_glossary_languages_fr
localize_statistics-8881,contributors,548,1501375533,localize_glossary_languages_fr
localize_statistics-8882,to_translate,718871,1501375533,localize_glossary_languages_fr
localize_statistics-8883,translations,75434,1501375533,localize_glossary_languages_fr
localize_statistics-8884,suggestions,60919,1501375533,localize_glossary_languages_fr
localize_statistics-8885,contributors,548,1501461726,localize_glossary_languages_fr
localize_statistics-8886,to_translate,718969,1501461726,localize_glossary_languages_fr
